name,price,brandId,brandName,itemId,inStock,image
JAMBU CRISTAL SUPER / JAMBU CRISTAL MURAH / JAMBU CRISTAL MANIS / JAMBU CRISTAL RANGU / JAMBU CRISTAL TANPA BIJI KUALITAS SUPER MANIS ASLI KEBUMEN,1999,4484,No Brand,5740788606,TRUE,https://id-test-11.slatic.net/p/dbd82573c410b53e60c7f77f9d3e9725.jpg
CARI SAYUR - Caesim [250 gr],2000,121239277,CARI SAYUR,1191688232,TRUE,https://id-test-11.slatic.net/p/0ff41e7eacd2c39f7669ed690a99f131.jpg
KLOBOT DAUN KAWUNG // Paket   20 Bungkus Kelobot Daun Kawung Aroma Wangi Khas Kualitas Terjamin Sejak 1980,2000,4484,No Brand,6583042059,TRUE,https://sg-test-11.slatic.net/p/532a0134357e8132c4b28f5532ce14ba.png
KOTAK AJAIB ADU KEBERUNTUNGAN,2000,4484,No Brand,6537556063,TRUE,https://filebroker-cdn.lazada.co.id/kf/S95a4c54508b0432a9d3341154b832f99y.jpg
KLOBOT DAUN KAWUNG // Paket  Bungkus Kelobot Daun Kawung Aroma Wangi Khas Kualitas Terjamin Sejak 1980,2000,4484,No Brand,5868264119,TRUE,https://sg-test-11.slatic.net/p/7c76e54634599fb79918bbcb7793a5b0.png
JAMBU CRISTAL MANIS ASLI KEBUMEN LEBIH RANGU ENAK MANTAP ( JUAL PERBIJI ) SEKILO YG BESAR ISI 5 YANG KECIL ISI 6-7,2000,4484,No Brand,5808954069,TRUE,https://filebroker-cdn.lazada.co.id/kf/S97a633b8a99b4fab82548d5ebaaca8523.jpg
cengkeh ranjangan klinting,2000,4484,No Brand,5751016180,TRUE,https://filebroker-cdn.lazada.co.id/kf/S85f20c1b38ca403b9664bf6842c59699J.jpg
BISA COD BAYAR DITEMPAT Kolang kaling 1 kg gratis ongkir Kolang kaling segar murah Kolang kaling mentah Kolang kaling jumbo Kolang kaling 1 kg Kolang kaling Kolang kaling 1 kg murah Kolang kaling super KABAYAN STOREKABAYAN STORE,2000,4484,No Brand,5670166708,TRUE,https://sg-test-11.slatic.net/p/2f2ef87d32774736f1fd84c8c8db6870.jpg
buah mengkudu /buah pace,2000,4484,No Brand,4933826270,TRUE,https://id-test-11.slatic.net/p/c1b2e997d87480dda1bdcca6f34939e1.jpg
CENGKEH MENJANGAN KEMBANG,2000,4484,No Brand,5891322609,TRUE,https://id-test-11.slatic.net/p/d49c7b7b22c23fc360765a8cf13c270b.jpg
"Desaku Bubuk Opor 12,5 Gram",2100,123771265,KedaiMart,6532092375,TRUE,https://id-test-11.slatic.net/p/5847ea1634854b8d35b60a7fffda4d0b.jpg
"Desaku Bubuk Lodeh 12,5 Gram",2100,123771265,KedaiMart,6532090391,TRUE,https://id-test-11.slatic.net/p/52428713bff59eabc24f00449c65ca24.jpg
CENGKEH MENJANGAN KEMBANG,2200,4484,No Brand,6074922020,TRUE,https://id-test-11.slatic.net/p/4d28f31f2a429c15e92f063a1d01dbfa.jpg
1 ikat pakis sayur murah dan segar berat 100gr,2250,53944,Tidak Ada Merk,6106382648,TRUE,https://id-test-11.slatic.net/p/007fcbc597b014c894a24bdd939da15b.jpg
biang kunyit segar berat 500 gram | 250 gram | the cheapest starter of turmeric,2254,4484,No Brand,4826068762,TRUE,https://id-test-11.slatic.net/p/50a4e897bb2203e8f565fecfc1c9d33a.jpg
1kg labu siam baby super/sayuran sehat alami/labu acar super,2315,4484,No Brand,5766274012,TRUE,https://id-test-11.slatic.net/p/691663bb07251b7cde5f2aa82d9dedb4.jpg
pakis sayur segar 1 ikat (100gr),2400,4484,No Brand,5933240228,TRUE,https://id-test-11.slatic.net/p/83b8c1087098aa5bce9e67d69a1278d7.jpg
labu siam baby super/sayuran sehat alami/labu acar super,2465,4484,No Brand,5686914272,TRUE,https://filebroker-cdn.lazada.co.id/kf/S56635d0645394e66b8d84593005faeceJ.jpg
Kacang bawang 1kg gurih renyah enak,2500,4484,No Brand,5568816439,TRUE,https://id-test-11.slatic.net/p/1167f25228ebbc29fc9a1f70513f8275.jpg
Ubi cilembu matang oven pulen legit aman free vakum SPC,2515,4484,No Brand,6631322612,TRUE,https://filebroker-cdn.lazada.co.id/kf/S470334c8929d470a8d2390f5f78150722.jpg
Bibit pohon cincau hijau perdu cutting batang cincau siap tanam,2600,4484,No Brand,5694488582,TRUE,https://id-test-11.slatic.net/p/2fa75b8f47eaffa83e579092275e2504.jpg
Bibit Benih Strawberry California,2634,4484,No Brand,6149068471,TRUE,https://id-test-11.slatic.net/p/182e4269bcf5e91c0be383aa4799946d.jpg
CARI SAYUR - Tempe Mendoan [1 pack],2700,121239277,CARI SAYUR,6194740542,TRUE,https://id-test-11.slatic.net/p/5174853613153e899b69481a76de0613.jpg
Ubi Madu Cilembu Matang Oven Ubi Cilembu Madu Matang Oven,2700,4484,No Brand,6517964705,TRUE,https://id-test-11.slatic.net/p/4845e134f915b4e69a4346c3d5d33ca2.jpg
